id,turn_count,file_name
multi_turn_base_33,5,BFCL_v3_multi_turn_base.json
multi_turn_base_46,1,BFCL_v3_multi_turn_base.json
multi_turn_base_41,2,BFCL_v3_multi_turn_base.json
multi_turn_base_50,1,BFCL_v3_multi_turn_base.json
multi_turn_base_45,2,BFCL_v3_multi_turn_base.json
multi_turn_base_42,3,BFCL_v3_multi_turn_base.json
multi_turn_base_56,3,BFCL_v3_multi_turn_base.json
multi_turn_base_48,3,BFCL_v3_multi_turn_base.json
multi_turn_base_47,3,BFCL_v3_multi_turn_base.json
multi_turn_base_44,3,BFCL_v3_multi_turn_base.json
multi_turn_base_53,4,BFCL_v3_multi_turn_base.json
multi_turn_base_54,3,BFCL_v3_multi_turn_base.json
multi_turn_base_49,4,BFCL_v3_multi_turn_base.json
multi_turn_base_57,2,BFCL_v3_multi_turn_base.json
multi_turn_base_52,4,BFCL_v3_multi_turn_base.json
multi_turn_base_43,4,BFCL_v3_multi_turn_base.json
multi_turn_base_40,4,BFCL_v3_multi_turn_base.json
multi_turn_base_51,4,BFCL_v3_multi_turn_base.json
multi_turn_base_58,4,BFCL_v3_multi_turn_base.json
multi_turn_base_55,5,BFCL_v3_multi_turn_base.json
multi_turn_base_59,5,BFCL_v3_multi_turn_base.json
multi_turn_base_64,2,BFCL_v3_multi_turn_base.json
multi_turn_base_78,2,BFCL_v3_multi_turn_base.json
multi_turn_base_70,2,BFCL_v3_multi_turn_base.json
multi_turn_base_74,2,BFCL_v3_multi_turn_base.json
multi_turn_base_76,2,BFCL_v3_multi_turn_base.json
multi_turn_base_69,2,BFCL_v3_multi_turn_base.json
multi_turn_base_65,2,BFCL_v3_multi_turn_base.json
multi_turn_base_63,3,BFCL_v3_multi_turn_base.json
multi_turn_base_75,4,BFCL_v3_multi_turn_base.json
multi_turn_base_77,3,BFCL_v3_multi_turn_base.json
multi_turn_base_79,3,BFCL_v3_multi_turn_base.json
multi_turn_base_67,4,BFCL_v3_multi_turn_base.json
multi_turn_base_62,4,BFCL_v3_multi_turn_base.json
multi_turn_base_66,4,BFCL_v3_multi_turn_base.json
multi_turn_base_61,4,BFCL_v3_multi_turn_base.json
multi_turn_base_73,3,BFCL_v3_multi_turn_base.json
multi_turn_base_72,5,BFCL_v3_multi_turn_base.json
multi_turn_base_60,5,BFCL_v3_multi_turn_base.json
multi_turn_base_68,5,BFCL_v3_multi_turn_base.json
multi_turn_base_71,5,BFCL_v3_multi_turn_base.json
multi_turn_base_85,2,BFCL_v3_multi_turn_base.json
multi_turn_base_91,2,BFCL_v3_multi_turn_base.json
multi_turn_base_84,2,BFCL_v3_multi_turn_base.json
multi_turn_base_83,3,BFCL_v3_multi_turn_base.json
multi_turn_base_82,3,BFCL_v3_multi_turn_base.json
multi_turn_base_96,2,BFCL_v3_multi_turn_base.json
multi_turn_base_93,3,BFCL_v3_multi_turn_base.json
multi_turn_base_98,3,BFCL_v3_multi_turn_base.json
multi_turn_base_89,4,BFCL_v3_multi_turn_base.json
multi_turn_base_86,3,BFCL_v3_multi_turn_base.json
multi_turn_base_88,3,BFCL_v3_multi_turn_base.json
multi_turn_base_81,4,BFCL_v3_multi_turn_base.json
multi_turn_base_90,4,BFCL_v3_multi_turn_base.json
multi_turn_base_99,4,BFCL_v3_multi_turn_base.json
multi_turn_base_87,4,BFCL_v3_multi_turn_base.json
multi_turn_base_80,5,BFCL_v3_multi_turn_base.json
multi_turn_base_92,5,BFCL_v3_multi_turn_base.json
multi_turn_base_95,5,BFCL_v3_multi_turn_base.json
multi_turn_base_94,3,BFCL_v3_multi_turn_base.json
multi_turn_base_97,6,BFCL_v3_multi_turn_base.json
multi_turn_base_105,2,BFCL_v3_multi_turn_base.json
multi_turn_base_113,2,BFCL_v3_multi_turn_base.json
multi_turn_base_100,2,BFCL_v3_multi_turn_base.json
multi_turn_base_104,2,BFCL_v3_multi_turn_base.json
multi_turn_base_101,4,BFCL_v3_multi_turn_base.json
multi_turn_base_111,4,BFCL_v3_multi_turn_base.json
multi_turn_base_106,4,BFCL_v3_multi_turn_base.json
multi_turn_base_119,4,BFCL_v3_multi_turn_base.json
multi_turn_base_115,4,BFCL_v3_multi_turn_base.json
multi_turn_base_118,5,BFCL_v3_multi_turn_base.json
multi_turn_base_108,5,BFCL_v3_multi_turn_base.json
multi_turn_base_107,5,BFCL_v3_multi_turn_base.json
multi_turn_base_112,5,BFCL_v3_multi_turn_base.json
multi_turn_base_103,5,BFCL_v3_multi_turn_base.json
multi_turn_base_116,6,BFCL_v3_multi_turn_base.json
multi_turn_base_117,6,BFCL_v3_multi_turn_base.json
multi_turn_base_114,5,BFCL_v3_multi_turn_base.json
multi_turn_base_102,6,BFCL_v3_multi_turn_base.json
multi_turn_base_110,6,BFCL_v3_multi_turn_base.json
multi_turn_base_109,7,BFCL_v3_multi_turn_base.json
multi_turn_base_133,2,BFCL_v3_multi_turn_base.json
multi_turn_base_132,3,BFCL_v3_multi_turn_base.json
multi_turn_base_139,2,BFCL_v3_multi_turn_base.json
multi_turn_base_134,3,BFCL_v3_multi_turn_base.json
multi_turn_base_121,4,BFCL_v3_multi_turn_base.json
multi_turn_base_126,4,BFCL_v3_multi_turn_base.json
multi_turn_base_123,4,BFCL_v3_multi_turn_base.json
multi_turn_base_135,4,BFCL_v3_multi_turn_base.json
multi_turn_base_127,4,BFCL_v3_multi_turn_base.json
multi_turn_base_136,4,BFCL_v3_multi_turn_base.json
multi_turn_base_128,4,BFCL_v3_multi_turn_base.json
multi_turn_base_137,4,BFCL_v3_multi_turn_base.json
multi_turn_base_124,4,BFCL_v3_multi_turn_base.json
multi_turn_base_122,5,BFCL_v3_multi_turn_base.json
multi_turn_base_129,5,BFCL_v3_multi_turn_base.json
multi_turn_base_130,6,BFCL_v3_multi_turn_base.json
multi_turn_base_125,5,BFCL_v3_multi_turn_base.json
multi_turn_base_138,5,BFCL_v3_multi_turn_base.json
multi_turn_base_131,7,BFCL_v3_multi_turn_base.json
multi_turn_base_120,4,BFCL_v3_multi_turn_base.json
multi_turn_base_155,2,BFCL_v3_multi_turn_base.json
multi_turn_base_150,2,BFCL_v3_multi_turn_base.json
multi_turn_base_144,3,BFCL_v3_multi_turn_base.json
multi_turn_base_151,3,BFCL_v3_multi_turn_base.json
multi_turn_base_159,3,BFCL_v3_multi_turn_base.json
multi_turn_base_146,4,BFCL_v3_multi_turn_base.json
multi_turn_base_158,3,BFCL_v3_multi_turn_base.json
multi_turn_base_157,3,BFCL_v3_multi_turn_base.json
multi_turn_base_152,3,BFCL_v3_multi_turn_base.json
multi_turn_base_142,5,BFCL_v3_multi_turn_base.json
multi_turn_base_147,2,BFCL_v3_multi_turn_base.json
multi_turn_base_143,4,BFCL_v3_multi_turn_base.json
multi_turn_base_149,5,BFCL_v3_multi_turn_base.json
multi_turn_base_141,5,BFCL_v3_multi_turn_base.json
multi_turn_base_154,5,BFCL_v3_multi_turn_base.json
multi_turn_base_140,4,BFCL_v3_multi_turn_base.json
multi_turn_base_156,5,BFCL_v3_multi_turn_base.json
multi_turn_base_145,5,BFCL_v3_multi_turn_base.json
multi_turn_base_148,5,BFCL_v3_multi_turn_base.json
multi_turn_base_153,5,BFCL_v3_multi_turn_base.json
multi_turn_base_177,2,BFCL_v3_multi_turn_base.json
multi_turn_base_176,2,BFCL_v3_multi_turn_base.json
multi_turn_base_169,2,BFCL_v3_multi_turn_base.json
multi_turn_base_161,3,BFCL_v3_multi_turn_base.json
multi_turn_base_175,2,BFCL_v3_multi_turn_base.json
multi_turn_base_163,2,BFCL_v3_multi_turn_base.json
multi_turn_base_171,3,BFCL_v3_multi_turn_base.json
multi_turn_base_160,3,BFCL_v3_multi_turn_base.json
multi_turn_base_179,4,BFCL_v3_multi_turn_base.json
multi_turn_base_173,4,BFCL_v3_multi_turn_base.json
multi_turn_base_172,4,BFCL_v3_multi_turn_base.json
multi_turn_base_165,5,BFCL_v3_multi_turn_base.json
multi_turn_base_167,5,BFCL_v3_multi_turn_base.json
multi_turn_base_166,5,BFCL_v3_multi_turn_base.json
multi_turn_base_164,4,BFCL_v3_multi_turn_base.json
multi_turn_base_162,6,BFCL_v3_multi_turn_base.json
multi_turn_base_174,5,BFCL_v3_multi_turn_base.json
multi_turn_base_168,5,BFCL_v3_multi_turn_base.json
multi_turn_base_170,6,BFCL_v3_multi_turn_base.json
multi_turn_base_178,5,BFCL_v3_multi_turn_base.json
multi_turn_base_182,2,BFCL_v3_multi_turn_base.json
multi_turn_base_198,1,BFCL_v3_multi_turn_base.json
multi_turn_base_197,3,BFCL_v3_multi_turn_base.json
multi_turn_base_185,3,BFCL_v3_multi_turn_base.json
multi_turn_base_189,3,BFCL_v3_multi_turn_base.json
multi_turn_base_195,4,BFCL_v3_multi_turn_base.json
multi_turn_base_199,5,BFCL_v3_multi_turn_base.json
multi_turn_base_192,5,BFCL_v3_multi_turn_base.json
multi_turn_base_191,5,BFCL_v3_multi_turn_base.json
multi_turn_base_187,4,BFCL_v3_multi_turn_base.json
multi_turn_base_193,4,BFCL_v3_multi_turn_base.json
multi_turn_base_194,6,BFCL_v3_multi_turn_base.json
multi_turn_base_196,5,BFCL_v3_multi_turn_base.json
multi_turn_base_184,6,BFCL_v3_multi_turn_base.json
multi_turn_base_186,6,BFCL_v3_multi_turn_base.json
multi_turn_base_183,6,BFCL_v3_multi_turn_base.json
multi_turn_base_180,6,BFCL_v3_multi_turn_base.json
multi_turn_base_188,6,BFCL_v3_multi_turn_base.json
multi_turn_base_181,5,BFCL_v3_multi_turn_base.json
multi_turn_base_190,5,BFCL_v3_multi_turn_base.json
multi_turn_long_context_11,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_3,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_19,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_13,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_18,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_12,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_7,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_4,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_9,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_16,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_14,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_17,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_1,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_8,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_0,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_6,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_2,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_10,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_15,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_5,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_20,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_34,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_31,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_32,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_29,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_38,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_26,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_37,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_30,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_23,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_35,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_36,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_28,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_21,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_27,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_39,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_24,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_22,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_33,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_25,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_46,1,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_50,1,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_45,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_41,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_42,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_47,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_44,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_53,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_57,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_48,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_56,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_49,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_43,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_54,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_52,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_58,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_40,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_51,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_59,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_55,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_74,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_64,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_69,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_70,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_76,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_77,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_78,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_79,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_67,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_63,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_62,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_73,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_65,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_66,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_61,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_60,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_72,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_71,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_75,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_68,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_85,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_96,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_91,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_83,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_93,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_84,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_98,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_86,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_88,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_89,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_94,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_82,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_81,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_99,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_87,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_90,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_80,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_95,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_92,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_97,6,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_113,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_105,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_100,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_104,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_115,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_119,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_106,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_101,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_111,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_107,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_108,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_114,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_118,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_112,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_116,6,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_103,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_117,6,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_110,6,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_109,7,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_102,6,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_139,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_133,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_132,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_120,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_136,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_128,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_121,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_126,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_123,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_134,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_127,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_135,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_137,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_122,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_129,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_124,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_125,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_138,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_130,6,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_131,7,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_155,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_147,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_150,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_144,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_152,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_146,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_158,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_157,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_159,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_140,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_151,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_142,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_154,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_143,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_156,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_145,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_148,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_141,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_149,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_153,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_163,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_176,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_175,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_177,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_161,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_169,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_171,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_160,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_172,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_174,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_164,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_165,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_179,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_162,6,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_167,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_166,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_178,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_168,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_173,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_170,6,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_198,1,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_182,2,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_185,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_197,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_189,3,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_193,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_195,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_199,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_181,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_191,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_184,6,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_192,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_194,6,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_180,6,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_190,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_196,5,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_183,6,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_187,4,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_188,6,BFCL_v3_multi_turn_long_context.json
multi_turn_long_context_186,6,BFCL_v3_multi_turn_long_context.json
multi_turn_miss_func_11,3,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_9,4,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_3,3,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_13,3,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_18,4,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_16,4,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_12,4,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_4,4,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_19,4,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_7,4,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_17,4,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_8,5,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_0,5,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_5,5,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_14,5,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_1,5,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_6,6,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_10,6,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_15,6,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_2,6,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_34,3,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_31,3,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_20,3,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_38,3,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_29,4,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_26,4,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_36,4,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_30,3,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_32,3,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_35,4,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_25,5,BFCL_v3_multi_turn_miss_func.json
multi_turn_miss_func_28,4,BFCL_v3_multi_turn_miss_func.json
