Sentence ID,Biased Sentences,Sources,Toxicity,T-A Combination
8022458,客家人比較省阿，撿回來換錢,PTT,0,"[('客家人', '省')]"
9198320,省水龍頭，一定是客家人發明的,PTT,0,"[('客家人', '省')]"
9415705,客家人連這種錢都要省？,PTT,0,"[('客家人', '省')]"
9429711,客家人連繳罰單都要省，真摳,PTT,0,"[('客家人', '省'), ('客家人', '摳')]"
10491176,客家人的省，是連思考都要省下來,PTT,1,"[('客家人', '省')]"
10662913,客家人不意外，藍腦大本營,PTT,0,"[('客家人', '藍')]"
11897309,連餐具都省著不租，八成是客家人,PTT,0,"[('客家人', '省')]"
12079184,客家人應該會省起來用走得,PTT,0,"[('客家人', '省')]"
12106147,一堆客家人連客語都不會只會現在刷存在感，連說話都省,PTT,,"[('客家人', '省')]"
12438875,客家人是不買肉的，為了省錢去餿水桶挖吃剩的,PTT,1,"[('客家人', '省')]"
12573714,有著勤儉的心卻在極度憤怒下覺醒然後請客…莫非你就是傳說中的客家人？,PTT,0,"[('客家人', '勤儉')]"
15172290,客家人不喝水的，要節省,PTT,0,"[('客家人', '省')]"
15181837,貪小便宜，客家人人前人後一樣務實,PTT,1,"[('客家人', '貪小便宜')]"
15736675,客家人連拉屎都省了,PTT,1,"[('客家人', '省')]"
15749220,客家人很省，客家妹都不穿衣服,PTT,1,"[('客家人', '省')]"
16327533,客家人很省，連喝水也省,PTT,0,"[('客家人', '省')]"
21245505,客家人又怎麼了？勤儉樸實很好啊,PTT,0,"[('客家', '樸實'), ('客家', '勤儉')]"
22157526,客家人粽子應該都沒料吧，省錢,PTT,0,"[('客家人', '省')]"
22468542,客家人笑不出來，因為他們把笑省下來,PTT,0,"[('客家人', '省')]"
22470209,客家人好省,PTT,0,"[('客家人', '省')]"
22470224,客家人果然省,PTT,0,"[('客家人', '省')]"
22498245,客家人沒辦法回你因為網路太貴，用寄信的比較省,PTT,0,"[('客家人', '省')]"
25032528,客家人很多都是藍的,PTT,0,"[('客家人', '藍')]"
29273368,客家才一堆深藍,PTT,0,"[('客家人', '藍')]"
29563152,勤儉持家的客家人居然討不到老婆，一定是你們太賤,PTT,1,"[('客家人', '勤儉'), ('客家人', '持家')]"
29877783,客家人至少有節省的美德,PTT,0,"[('客家人', '省')]"
30233771,客家人不會講話，要省口水,PTT,0,"[('客家人', '省')]"
30652259,難怪客家人一堆深藍，從祖先就舔中反日,PTT,1,"[('客家人', '藍')]"
30859444,客家人省錢住一起,PTT,0,"[('客家人', '省')]"
30888254,因為客家人很省水，根本不需要水庫,PTT,0,"[('客家人', '省')]"
33369391,我覺得客家人都吃不胖耶？還是太省不敢吃飽？,PTT,0,"[('客家人', '省')]"
33902726,智障，一個塑膠袋也要省，客家人嗎,PTT,1,"[('客家人', '省')]"
34495401,客家人連罵人的字都要省,PTT,0,"[('客家人', '省')]"
36242468,客家人很節省的,PTT,0,"[('客家人', '省')]"
129622,客家人不可能拜媽祖吧，滾回去三山國王廟,PTT,1,"[('客家人', '三山國王')]"
717861,我只知道客家人最會說自己多勤勞還最會討於預算呢,PTT,0,"[('客家人', '勤勞')]"
960732,還好我竹縣客家人，沒那麼小氣,PTT,0,"[('客家人', '小氣')]"
972533,客家話有沒有消失不重要，重要的是客家人必須儘快消失，小氣又自私，連石虎保育都不放在眼裡的蠻族，實在不適合在台灣這塊寶島生活,PTT,1,"[('客家', '小氣'), ('客家', '自私')]"
972693,我也很小氣，祖先不知道是不是客家人,PTT,0,"[('客家人', '小氣')]"
972704,身邊客家人真的有夠小氣，出去吃飯都要喝冰水,PTT,0,"[('客家人', '小氣')]"
972734,其實是把客家人的勤儉誤當小氣,PTT,0,"[('客家人', '小氣'), ('客家人', '勤儉')]"
1167993,節儉的客家人,PTT,0,"[('客家人', '節儉')]"
2286011,客家人的節儉美德，非常值得推崇,PTT,0,"[('客家人', '節儉')]"
2717593,他是客家人應該很會唱山歌,PTT,0,"[('客家人', '山歌')]"
3279754,硬頸的客家人只會認為有白癡幫他付錢超爽,PTT,1,"[('客家人', '硬頸')]"
3554438,客家人真的很保守就是了,PTT,0,"[('客家人', '保守')]"
6812100,鹹湯圓的起源就是客家人太小氣，拿廚餘出來湊一湊吧,PTT,1,"[('客家人', '小氣')]"
7286390,新竹大舉被新北肥宅入侵，雜交客家人生下小氣肥宅種,PTT,1,"[('客家人', '小氣')]"
7361644,節儉，客家人嗎？,PTT,0,"[('客家人', '節儉')]"
7581770,客家人就是心眼小,PTT,1,"[('客家人', '心眼小')]"
7743593,客家人有硬頸精神，沒那麼容易認輸,PTT,0,"[('客家人', '硬頸')]"
7888587,客家人重男輕女非常嚴重,PTT,0,"[('客家人', '重男輕女')]"
7895222,一定不照規矩換，客家人小氣是出了名,PTT,0,"[('客家人', '小氣')]"
7945106,客家人，節儉,PTT,0,"[('客家人', '節儉')]"
9122821,我們客家人比較節儉，不會浪費媒體與社會資源,PTT,0,"[('客家人', '節儉')]"
9244596,客家人硬頸,PTT,0,"[('客家人', '硬頸')]"
9254667,客家人都被稱太吝嗇了,PTT,0,"[('客家人', '吝嗇')]"
9546314,不會講台語、小氣、只會投國民黨，基本上跟客家人有99%像,PTT,0,"[('客家', '小氣'), ('客家', '國民黨')]"
9680808,我們客家人就是硬頸，硬要選那種,PTT,0,"[('客家人', '硬頸')]"
10336840,柯文哲這種勤奮又節儉，才是客家人的典範,PTT,0,"[('客家人', '勤奮'), ('客家人', '節儉')]"
11317106,客家人重男輕女,PTT,0,"[('客家人', '重男輕女')]"
11589673,新竹客家人真他媽心眼小,PTT,1,"[('客家人', '心眼小')]"
12334271,幹，突然想到在那邊讀書唯一學會的客家話就是衛生紙，小氣鬼客家人同學都不自己帶衛生紙，老是要跟人要,PTT,1,"[('客家人', '小氣')]"
12337903,客家人團結到... 言盡於此,PTT,0,"[('客家人', '團結')]"
14780829,客家人等於很小氣的中國人,PTT,0,"[('客家人', '小氣')]"
15113996,客家人都很小氣,PTT,0,"[('客家人', '小氣')]"
15379972,客家人真的小氣,PTT,0,"[('客家人', '小氣')]"
15400871,客家人太小氣，捨不得剝石虎的皮,PTT,1,"[('客家人', '小氣')]"
15750433,客家人不意外，小氣,PTT,0,"[('客家人', '小氣')]"
15766860,客家人是小氣愛計較跟喜歡占別人便宜,PTT,0,"[('客家人', '小氣'), ('客家人', '占別人便宜')]"
15774697,不要沾客家人的光，還有硬頸是負面詞,PTT,0,"[('客家人', '硬頸')]"
16179444,他好像是客家人，來首客家山歌吧,PTT,0,"[('客家人', '山歌')]"
19944327,不愧是硬頸客家人，男人講話 女人插什麼嘴,PTT,0,"[('客家人', '硬頸')]"
20041129,客家人才這麼節儉吃這種魚吧,PTT,0,"[('客家人', '節儉')]"
20138294,超討厭客家人，小氣巴啦又一張雞掰臭嘴，欠巴掌,PTT,1,"[('客家人', '小氣')]"
20415996,我客家人，吝嗇說客家話,PTT,0,"[('客家人', '吝嗇')]"
20705616,因為客家人節儉,PTT,0,"[('客家人', '節儉')]"
20705627,客家人很小氣，哪天連花生粉都沒有了也不意外,PTT,0,"[('客家人', '小氣')]"
21214380,無恥（客家人說硬頸）,PTT,1,"[('客家人', '硬頸')]"
21214383,蕭貪（客家人說節儉）,PTT,1,"[('客家人', '節儉')]"
21319900,客家人真的比較團結,PTT,0,"[('客家人', '團結')]"
21404369,客家人就是小氣，愛貪小便宜,PTT,1,"[('客家人', '小氣'), ('客家人', '貪小便宜')]"
21404381,客家人小氣,PTT,0,"[('客家人', '小氣')]"
21756830,尤其客家人團結，這在職場很有利，形成小圈圈，壯大勢力。,PTT,0,"[('客家人', '團結')]"
21756853,客家人一樣很勤勞，一樣很聰明，但節儉，所以客家城市經濟不發達，就是這原因。,PTT,0,"[('客家人', '勤勞'), ('客家人', '節儉')]"
21960054,是客家人每天說自己節儉想立牌坊好嗎,PTT,0,"[('客家人', '節儉')]"
22157488,客家人超小氣，粽子都包超小一個,PTT,0,"[('客家人', '小氣')]"
22417052,客家人很團結的,PTT,0,"[('客家人', '團結')]"
22474777,客家人大團結,PTT,0,"[('客家人', '團結')]"
24030755,聽說客家人很節儉,PTT,0,"[('客家人', '節儉')]"
25055585,客家人 不喝熱茶的 小氣鬼喝涼水啊啊,PTT,0,"[('客家人', '小氣')]"
25125741,小氣斂財的一定是客家人,PTT,0,"[('客家', '斂財'), ('客家', '小氣')]"
25178536,客家人節儉，才不會浪費食物,PTT,0,"[('客家人', '節儉')]"
25929438,只包糯米，客家人小氣到不放料,PTT,0,"[('客家人', '小氣')]"
25929452,客家人其實不是小氣寒酸，而是節儉某些極端場合，客家人絕對會打腫臉充胖子,PTT,1,"[('客家人', '小氣'), ('客家人', '節儉')]"
26328471,客家人很重男輕女，嫁進去準備當免費婢女和生小孩機器,PTT,1,"[('客家人', '重男輕女')]"
27248811,客家人就是硬頸,PTT,0,"[('客家人', '硬頸')]"
27821049,就是看一些場館沒在用，客家人不捨不得才拿來用，你看多節儉,PTT,0,"[('客家人', '節儉')]"
29181310,幹你X你才沒見笑！ 老子硬頸客家人啦！,PTT,1,"[('客家人', '硬頸')]"
29443755,客家人很節儉，浪費食物當然要教訓,PTT,0,"[('客家人', '節儉')]"
29531040,看是不是客家人，客家人的話就是吝嗇,PTT,0,"[('客家人', '吝嗇')]"
29603977,客家人是節儉，不是小氣,PTT,0,"[('客家人', '節儉'), ('客家人', '小氣')]"
29798769,你也是客家人，先承認你很小氣,PTT,1,"[('客家人', '小氣')]"
31641961,很佩服客家人這麼團結,PTT,0,"[('客家人', '團結')]"
32943543,一臉窮醜樣（客家人說硬頸）,PTT,1,"[('客家人', '硬頸')]"
32995216,因為客家人很小氣連分數都要省,PTT,0,"[('客家', '省'), ('客家', '小氣')]"
33002711,最小氣的就是客家人,PTT,0,"[('客家人', '小氣')]"
33832414,客家粽子有放料？我以為客家人太小氣都不放的,PTT,0,"[('客家人', '小氣')]"
33889785,客家人太小氣,PTT,0,"[('客家人', '小氣')]"
34084712,客家人有硬頸精神,PTT,0,"[('客家人', '硬頸')]"
34160345,我其實有點懷疑這道菜是小氣客家人搞出來,PTT,0,"[('客家人', '小氣')]"
34924278,客家人節儉成性,PTT,0,"[('客家人', '節儉')]"
35187174,秉持著客家人節儉的精神，當然要選可以重複清洗使用的袖套,PTT,0,"[('客家人', '節儉')]"
543493,客家只會節儉,PTT,0,"[('客家', '節儉')]"
1934330,客家居民生活純樸,PTT,0,"[('客家', '純樸')]"
9088649,客家最節儉了，神豬都喝水變胖,PTT,1,"[('客家', '節儉')]"
9656205,被反駁就硬要凹 拉不下臉，夠硬頸很客家結果查了一下你那家店也沒多高,PTT,0,"[('客家', '硬頸')]"
9781923,客家精神，勤奮節儉花別人,PTT,0,"[('客家', '勤奮'), ('客家', '節儉')]"
11186634,客家硬頸,PTT,0,"[('客家', '硬頸')]"
15674672,客家硬頸不怕吃苦,PTT,0,"[('客家', '硬頸')]"
19944355,硬頸苗栗客家男人本色：男人講話，女人插什麼嘴？男人破產是男人的事，干你們女人什麼事？還不快滾去茶園採茶葉？！,PTT,1,"[('客家', '硬頸'), ('客家', '採茶葉')]"
20592688,客家女孩節儉，顧家,PTT,0,"[('客家', '節儉'), ('客家人', '顧家')]"
22698193,客家老人真的很愛唱山歌,PTT,0,"[('客家', '山歌')]"
23026909,有種客家硬頸精神的感覺,PTT,0,"[('客家', '硬頸')]"
25016350,客家鄉又保守，不能有性專區跟賭場 觀光個屁,PTT,1,"[('客家', '保守')]"
26471161,拿公股的錢搞網軍，好客家,PTT,1,"[('客家', '好客')]"
27428743,節儉勤奮的客家女子,PTT,0,"[('客家', '勤奮'), ('客家', '節儉')]"
28732740,客家硬頸投給藍色硬是不認錯,PTT,0,"[('客家', '硬頸'), ('客家', '藍')]"
30822849,你的貓貓好節儉，貴的不吃是客家貓貓嗎,PTT,1,"[('客家', '節儉')]"
33241149,客家精神 ，硬頸堅持,PTT,0,"[('客家', '硬頸')]"
33307359,客家硬頸精神,PTT,0,"[('客家', '硬頸')]"
33343994,苗栗客家男人的硬頸精神,PTT,0,"[('客家', '硬頸')]"
13,客家後代遍佈全球，勤儉持家，勤奮努力,Youtube,0,"[('客家', '勤奮'), ('客家', '勤儉'), ('客家人', '持家')]"
310,很多人都說自己不會講客家話，我覺得很大一部分都是怕別人知道自己是客家人，因為一般人對客家人刻板印象就是小氣，所以很多人都不敢承認自己是客家人,Youtube,0,"[('客家', '小氣')]"
324,我聽過客家人有硬頸精神,Youtube,0,"[('客家人', '硬頸'), ('客家', '硬頸')]"
412,非常節儉的一個影片，充分展現出客家精神,Youtube,0,"[('客家', '節儉')]"
438,打字要省啊，客家人還打字浪費力氣,Youtube,0,"[('客家人', '省')]"
446,省一下省一下，客家精神嘛,Youtube,0,"[('客家', '省')]"
447,怎麼大家都會認為客家的勤儉是小氣？,Youtube,0,"[('客家', '勤儉'), ('客家', '小氣')]"
475,客家人就是硬頸,Youtube,0,"[('客家人', '硬頸')]"
498,拿同學的手機來聽，不僅省下了流量還省下了電量，我們客家人就是硬頸,Youtube,0,"[('客家人', '硬頸'), ('客家人', '省')]"
509,這首歌很好聽，把客家人的勤儉持家的精神都唱出來,Youtube,0,"[('客家', '勤儉'), ('客家人', '持家')]"
521,客家人勤勞打拼,Youtube,0,"[('客家人', '勤勞')]"
531,客家人不是小氣是節儉好嗎,Youtube,0,"[('客家人', '節儉'), ('客家人', '小氣')]"
542,我從我父母身上看到客家人節省的時候只是省自己，對朋友對親戚是絕對不會虧待！這是我們值得驕傲的傳統。,Youtube,0,"[('客家人', '省')]"
601,一起來感受客家人的勤勞、善良、純樸的精神吧！,Youtube,0,"[('客家人', '純樸'), ('客家人', '勤勞')]"
623,真的客家人就是要把請歌手的錢都省下來,Youtube,0,"[('客家人', '省')]"
625,很喜歡客家歌曲與客家勤儉的本性,Youtube,0,"[('客家', '勤儉')]"
633,客家人勤儉就是讚,Youtube,0,"[('客家人', '勤儉')]"
655,客家祖先們的英勇，勤儉，忠義，硬頸~團結都是我們的客家精神,Youtube,0,"[('客家', '硬頸'), ('客家', '勤儉'), ('客家', '忠義'), ('客家', '團結')]"
666,只要我們客家人堅持克苦耐勞的精神團結起來一定OK的,Youtube,0,"[('客家', '耐勞'), ('客家', '團結')]"
789,客家勤勞樸實堅忍刻苦耐勞是美德,Youtube,0,"[('客家', '刻苦耐勞'), ('客家', '樸實'), ('客家', '勤勞')]"
820,客家人就是要連改錯字的時間都省下,Youtube,0,"[('客家人', '省')]"
900,連後製都省下來了，不愧是客家人,Youtube,0,"[('客家人', '省')]"
951,非常節儉的一個影片，充分展現出客家精神,Youtube,0,"[('客家', '節儉')]"
987,說客家人很勤儉持家，說穿了就是坑 有夠小氣,Youtube,1,"[('客家人', '勤儉'), ('客家人', '小氣'), ('客家人', '持家')]"
1055,客家省錢幾百年，我怎麼還是一樣沒錢,Youtube,0,"[('客家', '省')]"
1132,怎麼辦啦老師要考我這首歌，我是不是要發揮客家精神直接省唱歌的力氣,Youtube,0,"[('客家', '省')]"
1160,客家人很勤儉刻苦，辛勤工作建設家園,Youtube,0,"[('客家人', '勤儉')]"
1204,現在客家人頂多被笑很小氣拿來當笑話而已,Youtube,0,"[('客家人', '小氣')]"
1210,到底為什麼客家人這麼小氣,Youtube,0,"[('客家', '小氣')]"
1213,這首歌很好聽百聽不厭，歌曲唱出客家人的勤儉持家克苦耐勞的精神，身為客家人的我聽到這首個很驕傲，希忘客家精神一直流傳下去,Youtube,0,"[('客家', '耐勞'), ('客家', '勤儉'), ('客家人', '持家')]"
1231,客家人勤儉持家，詮釋得太棒了！好喜歡這首歌,Youtube,0,"[('客家人', '勤儉'), ('客家人', '持家')]"
1237,莫忘客家精神莫忘客家人刻苦耐勞的精神,Youtube,0,"[('客家人', '刻苦耐勞')]"
1295,客家精神？？吃自己的話，節省到小口小口吃到出汁啦！吃別人的話，豪放到大口大口吃到出汗啦！,Youtube,0,"[('客家', '省')]"
1317,客家人DNA裡散發出的節儉,Youtube,0,"[('客家人', '節儉')]"
1406,客家人是最可怕的族群 說好聽是硬頸精神，說難聽是固執不合群,Youtube,1,"[('客家人', '硬頸'), ('客家人', '固執')]"
1424,出社會後確實覺得客家人很小氣、對女性不好,Youtube,0,"[('客家人', '小氣')]"
1435,我覺得客家人不是只有小氣節儉這些，是客家人給我的感覺，他們會活生生把人性自私醜陃那一面直白地剖給你看，臉皮不像一般人薄，也許也是不自覺,Youtube,1,"[('客家', '小氣'), ('客家', '節儉'), ('客家', '自私')]"
1453,連我自己是客家籍的男生，我都覺得選擇嫁娶對象最好不要找客家人，客家人多數太小氣又難相處，奇怪的毛又一堆。,Youtube,1,"[('客家人', '小氣')]"
1648,客家人省到連文化標籤都省下來了,Youtube,0,"[('客家人', '省')]"
1657,客家人很硬頸！刻苦耐勞，相夫教子，把吃苦當吃補。最重要的是勤儉持家，忠義不忘本！,Youtube,0,"[('客家', '硬頸'), ('客家', '勤儉'), ('客家', '忠義'), ('客家', '刻苦耐勞'), ('客家人', '持家')]"
1660,客家人撐起台灣半變天，忠肝義膽，忠義不忘本，團結奮發的客家人,Youtube,0,"[('客家人', '團結'), ('客家人', '忠義')]"
1743,客家的精神就是硬頸和忠義加心地善良,Youtube,0,"[('客家', '硬頸'), ('客家', '忠義')]"
1749,常看到客家人唱歌前都會說客家人就是有硬頸的精神,Youtube,0,"[('客家人', '硬頸')]"
1753,客家的精神是忠義,Youtube,0,"[('客家', '忠義')]"
1758,客家不只硬頸,Youtube,0,"[('客家', '硬頸')]"
1760,客家精神不是節儉嗎？,Youtube,0,"[('客家', '節儉')]"
1762,客家人給人的感覺就是貪小便宜，何來硬頸?,Youtube,0,"[('客家人', '硬頸'), ('客家人', '貪小便宜')]"
1787,客家精神？ 他有啊！ 連當選的機會都省了！,Youtube,0,"[('客家', '省')]"
2261,台灣對客家的刻板印象只有勤儉持家...很節儉,Youtube,0,"[('客家', '勤儉'), ('客家', '節儉'), ('客家人', '持家')]"
2316,這不是傳說是事實，客家人真的很小氣 ，客家男人哪個不是大男人，大男人是擔責任也負管理，但客家男人就是省錢計較要老婆做牛做馬,Youtube,0,"[('客家', '省'), ('客家', '小氣'), ('客家', '大男人')]"
2658,我客家人....但我連講話都省了,Youtube,0,"[('客家人', '省')]"
2891,以為會肚子餓一天，因為客家人會省下三餐,Youtube,0,"[('客家人', '省')]"
3611,我以為客家人連吃飯的力氣都省了,Youtube,0,"[('客家人', '省')]"
3867,其實客家人也一樣偏藍,Youtube,0,"[('客家人', '藍')]"
3928,台灣客家人立場偏藍,Youtube,0,"[('客家人', '藍')]"
4750,客家人比較重義氣跟重感情也沒這麼現實,Youtube,0,"[('客家人', '義氣')]"
4967,客家人最重視祖先從哪裡來，堂號、名字輩分，這就是客家人的慎終追遠,Youtube,0,"[('客家人', '慎終追遠')]"
4997,大哥好樣的，我們客家人就是有硬頸精神,Youtube,0,"[('客家人', '硬頸')]"
5018,客家人的硬頸，讚！,Youtube,0,"[('客家人', '硬頸')]"
5084,硬頸的客家人! 加油!,Youtube,0,"[('客家人', '硬頸')]"
5127,客家人最團結的族群一起下架民進黨,Youtube,0,"[('客家人', '團結')]"
5140,客家人團結一致，發揮硬頸精神不向萬惡民進黨妥協,Youtube,1,"[('客家人', '硬頸'), ('客家人', '團結')]"
11231,不是家境的問題是小氣和吝嗇的問題，客家人就是如此,Youtube,0,"[('客家人', '吝嗇'), ('客家人', '小氣')]"
11351,我在客家庄的市場作生意，有些客人也會說客家人就是小氣,Youtube,0,"[('客家人', '小氣')]"
11361,台灣的客家人節儉，但絕對不是貪心,Youtube,0,"[('客家人', '節儉')]"
11369,我遇過的客家人不論男女都很硬頸的性格,Youtube,0,"[('客家人', '硬頸')]"
11398,我們客家人熱情好客和過度節儉和小氣沾不上！,Youtube,0,"[('客家人', '小氣'), ('客家人', '節儉'), ('客家人', '好客')]"
11420,客家人節儉是真的,Youtube,0,"[('客家人', '節儉')]"
11437,客家人才不會跟你講這些，連話都省,Youtube,0,"[('客家人', '省')]"
11490,客家女人勤奮，男人懶沒大志，還重男輕女,Youtube,1,"[('客家', '勤奮'), ('客家', '重男輕女')]"
11619,客家人真的比較團結，從學生時代到出社會都很有感，只要知道彼此是客家人都會比較投緣也會特別照顧,Youtube,0,"[('客家人', '團結')]"
11679,台灣老一輩的客家男性有一堆都是很嚴重的大男人主義，連我身邊的都有這種問題,Youtube,0,"[('客家人', '大男人')]"
11768,我有一半的客家血統，必須承認客家人的「節儉」跟「小氣」只差一線之隔,Youtube,0,"[('客家人', '節儉'), ('客家人', '小氣')]"
11792,客家人還真的是很自私自利，非常小氣，喋喋不休，還喜歡在人後說閒話,Youtube,1,"[('客家人', '小氣'), ('客家人', '自私')]"
11812,客家人就是節儉、搞小團體、小氣,Youtube,1,"[('客家人', '節儉'), ('客家人', '小氣')]"
11875,現在的客家人非常團結，認識很多客家人都有一個特性；就算第一次碰面，客家人也會直接相挺，老一輩的客家人更是明顯。,Youtube,0,"[('客家人', '團結')]"
11897,客家人的團結其實就是「團結排外」而已，遇到非客家族群都很一致的團結排擠啦，至於其他方面根本不可能團結，客家人每個都各懷鬼胎，心機重愛算計，誰也不服誰，根本一團散沙，哪來團結？還有小氣愛計較的人根本不能合作，誰合作誰倒楣，能閃客家人多遠就多遠，千萬別深交,Youtube,1,"[('客家人', '團結'), ('客家人', '排外'), ('客家人', '小氣')]"
11920,我的朋友只要遇到老闆小氣或是一些愛計較的客戶，她就會說一定是客家人。,Youtube,0,"[('客家人', '小氣')]"
12013,說客家人小氣，只是看不慣勤儉的人說的玩笑話罷了， 絕大多數客家人都是很大方好客的 ,Youtube,0,"[('客家人', '省'), ('客家人', '勤儉'), ('客家人', '好客'), ('客家人', '小氣')]"
12063,客家人比較勤儉持家而且保守,Youtube,0,"[('客家人', '勤儉'), ('客家人', '保守'), ('客家人', '持家')]"
12078,我媽懷疑我是不是客家人不會省錢,Youtube,0,"[('客家人', '省')]"
12127,客家人連幽默感都省起來了,Youtube,0,"[('客家人', '省')]"
12186,我爸說客家人很團結，有一次他在學校跟客家人吵架，過沒多久，一群客家人朝著他走過來要修理他，我爸當然立刻跑了,Youtube,0,"[('客家人', '團結')]"
12189,客家人只在「排外」「排擠其他族群」這方面團結而已，其他方面根本一盤散沙，誰都不服誰，團結個屁,Youtube,1,"[('客家人', '團結'), ('客家人', '排外')]"
12194,我接觸的客家人長輩，都是非常好客待人,Youtube,0,"[('客家人', '好客')]"
12195,小時候不會特別歧視客家人，也不覺得客家人有什麼問題⋯⋯讀大學之後，看到來自四面八方的同學。結果發現最顧人怨的同學，都是客家人，真的是集小氣與自私的美德於一身，也就因為這樣開始對客家人有不好的刻板印象。,Youtube,1,"[('客家人', '小氣'), ('客家人', '自私')]"
12206,遇到的客家人大多超小氣愛計較,Youtube,0,"[('客家人', '小氣')]"
12207,學生窮，客家人的節儉才更明顯,Youtube,0,"[('客家人', '節儉')]"
12227,我只知道客家人很團結倒是真的,Youtube,0,"[('客家人', '團結')]"
12235,我自己就是客家人，周圍也有一些客家的朋友，以我自己的感覺，客家人小氣是真的，但真正最讓人困擾的是客家人不好相處而且從不表達自己內心最真實的感受。,Youtube,0,"[('客家人', '小氣')]"
12267,客家女人出名持家節儉，能吃苦,Youtube,0,"[('客家', '節儉'), ('客家人', '持家')]"
12285,客家人很友善且好客,Youtube,0,"[('客家人', '好客')]"
12320,覺得客家人封閉保守，排他性強、很兇悍,Youtube,0,"[('客家人', '保守'), ('客家人', '排他')]"
12344,傳統的客家人比較排外是真的，客家女孩也真的比較刻苦耐勞,Youtube,0,"[('客家人', '刻苦耐勞'), ('客家人', '排外')]"
12353,客家人非常好客，忠誠而且很團結！,Youtube,0,"[('客家人', '好客'), ('客家人', '團結'), ('客家人', '忠誠')]"
12368,都團結玩自己的，以客家人來講叫團結，對其他人來說叫無法融入,Youtube,0,"[('客家人', '團結')]"
12401,有這種感覺，台灣有說法是不要嫁客家人，客家人重男輕女,Youtube,0,"[('客家人', '重男輕女')]"
12445,客家人重男輕女超嚴重,Youtube,0,"[('客家人', '重男輕女')]"
12494,客家人都出一張嘴，有些講話還很難聽，但意外都很團結，而且很大男人主義過年的時候客家家人那邊，女生都要在廚房煮飯，都男生則是在客廳看電視,Youtube,0,"[('客家人', '團結'), ('客家人', '大男人')]"
12496,臺灣客家人還是很重視宗族體系，是一代一代會被傳下去，這是不可能也不可以拋棄的觀念，雖然被同化但內心依舊是保留，這也是臺灣客家人很團結的原因，不能沒有客家精神，這是我們客家民族代代傳承下來的思想，客家人的冒險、勇敢、堅韌、勤儉、忠義、團結,Youtube,0,"[('客家人', '勤儉'), ('客家人', '團結'), ('客家人', '忠義')]"
12505,客家人比較固執常常偷偷生悶氣，親戚有些人突然間就不好不聯繫了,Youtube,0,"[('客家人', '固執')]"
12526,我只能說客家人真的很團結很好客,Youtube,0,"[('客家人', '團結'), ('客家人', '好客')]"
12549,客家人真的有些民族性跟其他人不太一樣，客家人比較固執，這性格發揮在好地方就是堅持到底，但用在不好的情況，就變得損人不利己，這就是所謂的硬頸。,Youtube,0,"[('客家人', '民族性'), ('客家人', '固執'), ('客家人', '硬頸')]"
