Sentence ID,Biased Sentences,Sources,Toxicity,T-A Combination
5347,男生收入當然很重要，有足夠錢能獨立算是最基本的,Youtube,0,"[('男生', '獨立'), ('男生', '收入')]"
6247,我是屬於獨立的男人腦那種 ,Youtube,0,"[('男人', '獨立')]"
7009,大多數的男性比較理性思考,Youtube,0,"[('男性', '理性')]"
7090,我的個性也比較男生，很理智的那種,Youtube,0,"[('男生', '理智')]"
7093,男生還是比較渣比較愛玩之類的,Youtube,0,"[('男生', '愛玩')]"
8443,男生在家計上本來就要扛比較多,Youtube,0,"[('男生', '家計')]"
8683,只能說男生真的太理智了，所以相對有些無情了,Youtube,0,"[('男生', '理智')]"
12778,消防員，垃圾清理工，搬磚工人，鑽井工人，殯儀館人員這類又髒又臭又不受尊敬的大部分基層工作是男性,Youtube,0,"[('男性', '當兵'), ('男性', '消防員'), ('男性', '臭')]"
12855,男人應該當兵保護社會,Youtube,0,"[('男人', '當兵')]"
14636,很少遇到講話這麼有內涵又有條理的男生,Youtube,0,"[('男生', None)]"
15008,男生穿白襯衫配西裝褲就是好看，感覺很體面,Youtube,0,"[('男生', '西裝')]"
16879,現在的老公就是相處起來輕鬆愉快，雖然他有點窮沒車沒房但沒有讓我吃不飽過,Youtube,0,"[('老公', '沒車'), ('老公', '沒房')]"
17109,男人可以不有錢，但是要有上進心,Youtube,0,"[('男人', '上進心'), ('男人', '有錢')]"
17258,有錢的男人香又甜，沒錢的男人臭又鹹,Youtube,1,"[('男人', '沒錢'), ('男人', '有錢')]"
18116,畢竟啪啪這種事，男生都是穩賺不賠的，不怕遇到玩咖，別笨到亂撒錢就穩賺,Youtube,0,"[('男生', '啪啪')]"
18340,男生顏值高大概是渣男、玩咖,Youtube,0,"[('男生', '玩'), ('男生', '顏值')]"
18788,男生要很帥才能吃香,Youtube,0,"[('男生', '帥')]"
18910,男生沒顏值主動追會被認為是噁男,Youtube,0,"[('男生', '噁'), ('男生', '主動')]"
20194,更多是男生的自尊心，交過薪水比我低的那自卑心真的很麻煩，你不在意對方還是會一直自卑,Youtube,0,"[('男生', '自尊心'), ('男生', '自卑'), ('男生', '薪水')]"
21313,薪水方面，除非是開個生意不錯的公司，應該很難比我還高... 而這方面我是日後怕男性心裡不平衡,Youtube,0,"[('男性', '薪水')]"
21472,男人從小就是被要求獨立的,Youtube,0,"[('男人', '獨立')]"
21796,男的沒很有錢的話誰想跟老男人交往啊，多少台男到40歲還是窮到房子都買不起,Youtube,1,"[('男人', '房子'), ('男人', '有錢')]"
22952,怎麼不敢報身高體重啊，反正謊報我也不知道啊，台男的自尊心呵,Youtube,1,"[('台男', '身高'), ('台男', '自尊心'),('台男', '台男')]"
23433,我不只下輩子要當男生，還要當高富帥的男生,Youtube,0,"[('男生', '富'), ('男生', '高'), ('男生', '帥')]"
24203,下輩子當然是當男生，最好是帥哥,Youtube,0,"[('男生', '帥')]"
24204,如果有下輩子我想當帥的男生,Youtube,0,"[('男生', '帥')]"
24789,不喜歡男生撒嬌，喜歡理性穩重的，撒嬌的都很幼稚,Youtube,0,"[('男生', '理性')]"
26025,男生超愛一直玩電動,Youtube,0,"[('男生', '電動')]"
26810,男生有沒有車也是個重點,Youtube,0,"[('男生', '有車')]"
26832,說白一點，男人只要有錢、帥就夠了。,Youtube,0,"[('男人', '帥'), ('男人', '有錢')]"
27025,我181cm，男生168cm以下，需要自卑一下吧,Youtube,1,"[('男生', '自卑')]"
27355,真心覺得男生的身高真的是一個硬傷,Youtube,0,"[('男生', '身高')]"
28376,宅男：我還是窩在家打電動就好...,Youtube,0,"[('宅男', '電動')]"
29940,男生長的夠帥，簡單的關心都會覺得超級貼心的,Youtube,0,"[('男生', '帥')]"
30387,我喜歡暖男，愛乾淨的男生,Youtube,0,"[('男生', '暖')]"
30659,現在一堆聯誼交友要求男人高收入，有房有車，有些還要頂尖大學畢業,Youtube,0,"[('男人', '有房'), ('男人', '有車'), ('男人', '收入')]"
30799,男人最帥跟最吸引人的一刻........自然而然的掏出錢包，買單結帳。,Youtube,0,"[('男人', '掏出錢包')]"
31354,一個有錢的男人就夠了，不要屁話一大堆。,Youtube,1,"[('男人', '有錢')]"
33740,直接說就好，男生別像個娘們,Youtube,1,"[('男生', '娘')]"
34150,男生又不會很玻璃心啊，坦率點不行嗎?,Youtube,0,"[('男生', '坦率')]"
34300,男生應該沒有很喜歡玩娃娃吧,Youtube,0,"[('男生', '興趣愛好')]"
34439,我小時候都跟哥哥和表哥表弟玩男生的玩具、看男生的卡通，戰鬥陀螺、遊戲王卡、溜溜球、數碼寶貝等等,Youtube,0,"[('男生', '興趣愛好')]"
34516,男生就應該要玩陽剛的東西,Youtube,0,"[('男生', '陽剛')]"
34624,男生小時候就喜歡玩電動玩具,Youtube,0,"[('男生', '電動')]"
34647,男生小時候會玩機器人,Youtube,0,"[('男生', '興趣愛好')]"
34671,男生就是要玩點陽剛的東西,Youtube,0,"[('男生', '陽剛')]"
34818,男生要玩汽車、遙控車,Youtube,0,"[('男生', '興趣愛好')]"
35583,對男性的要求：「好好讀書，要賺很多錢，才有肩膀扛起一個家」,Youtube,0,"[('男性', '肩膀')]"
35790,男生根本不該追求異性，反正在將來天然生育不再是人類繁衍的唯一手段，而是該把時間用在社會的完善，男生的理性對社會是最有價值的事物。,Youtube,0,"[('男生', '理性')]"
35995,男性需要更理性看待事物,Youtube,0,"[('男性', '理性')]"
36690,我有一個朋友，他被人問你的職業是什麼，他説警察。問他的人説你不應該去做警察，警察應該是男生做的,Youtube,0,"[('男生', '警察')]"
37434,他完全是假宅男真天菜，心思細膩又體貼幽默，真的很暖欸,Youtube,0,"[('宅男', '暖')]"
37791,暖男很多都是渣男阿,Youtube,0,"[('渣男', '暖')]"
123503,一個男生有沒有肩膀跟上進心就看這時候了,PTT,0,"[('男生', '肩膀'), ('男生', '上進心')]"
192167,台男邏輯，是有多自卑，台灣內部就是有你這種人一天到晚搞分化，自己沒種抗中武統就不要拖人下水,PTT,1,"[('台男', '自卑'), ('台男', '台男')]"
260930,既然電玩是男人的浪漫，把電玩科普化就是情調,PTT,0,"[('男人', '電玩')]"
262964,台男就有炮打炮，有電動打電動，沒電動罵政府，沒能力賺錢就只會說韓國瑜好棒棒，幹你媽的廢物,PTT,1,"[('台男', '賺錢'), ('台男', '打炮'), ('台男', '電動'), ('台男', '台男')]"
339320,男人果然最重要的就是要有錢,PTT,0,"[('男人', '有錢')]"
372106,有錢有名有才華的男人沒有不風流的,PTT,0,"[('男人', '有錢'), ('男人', '風流')]"
468539,有錢、開公司的才是男人，其他都只是畜生,PTT,1,"[('男人', '有錢')]"
547007,租給宅男工程師最好，大部分時間都在上班回家就是睡覺,PTT,0,"[('宅男', '工程師')]"
547008,宅男工程師臭死了，連出門都臭 在家一定也臭,PTT,1,"[('宅男', '工程師'), ('宅男', '臭')]"
679630,男人最重要的果然是要有錢,PTT,0,"[('男人', '有錢')]"
927505,沒車還敢自稱男性？,PTT,1,"[('男性', '沒車')]"
1274716,台男要養家不是？你不做會有錢？,PTT,0,"[('台男', '有錢'), ('台男', '養家'), ('台男', '台男'), ('台男', '台男')]"
1322790,有錢的男人什麼都比較會,PTT,0,"[('男人', '有錢')]"
1322830,男人只要有錢，腰部以下不會閒,PTT,0,"[('男人', '有錢')]"
1550149,雖說男生要大氣，能做到的又有幾個人,PTT,0,"[('男生', '大氣')]"
2199257,有錢又帥又有車值得依靠的好男人,PTT,0,"[('男人', '有車'), ('男人', '有錢')]"
2376553,男人除非你家有錢，不然請你30歲前打穩事業基礎,PTT,0,"[('男人', '有錢'), ('男人', '事業')]"
2669963,男人可以窮，但不能沒有上進心,PTT,0,"[('男人', '上進心')]"
3025926,很多愛打電動的男人都這樣，甚至叫他好幾聲都沒聽到,PTT,0,"[('男人', '電動')]"
3065459,所以選老公選有錢的就對了,PTT,0,"[('老公', '有錢')]"
3435701,有錢就是男人,PTT,0,"[('男人', '有錢')]"
5201094,男人有名有錢後會更亂來,PTT,1,"[('男人', '有錢'), ('男人', '亂來')]"
5780562,沒房就算了還沒車，台男就是廢,PTT,1,"[('台男', '沒房'), ('台男', '沒車'), ('台男', '台男')]"
5912439,男生有錢就好,PTT,0,"[('男生', '有錢')]"
6561745,真男人，暖男,PTT,0,"[('男人', '暖')]"
6667540,找個有車有房的男人趕快搬出去吧,PTT,0,"[('男人', '有車'), ('男人', '有房')]"
6779086,男人有錢就好,PTT,0,"[('男人', '有錢')]"
6824135,沒有上進心的台男最噁了,PTT,1,"[('台男', '噁'), ('台男', '上進心'), ('台男', '台男')]"
7141947,他是不是很自卑？噁男,PTT,1,"[('噁男', '自卑')]"
7352608,台男要有車有房不是很正常嗎,PTT,0,"[('台男', '有車'), ('台男', '有房'), ('台男', '台男')]"
7744336,帥哥可以，肥宅不行除非你很有錢,PTT,1,"[('帥哥', '有錢')]"
7805626,多的是男生自己心裡的自卑,PTT,1,"[('男生', '自卑')]"
7805643,台男自卑啊,PTT,1,"[('台男', '自卑')]"
7812000,有錢的男人毛一堆,PTT,1,"[('男人', '有錢')]"
8030889,上進心等於男人本能，所以看到開幹就對了,PTT,1,"[('男人', '上進心')]"
8123992,是男人就主動吧,PTT,0,"[('男人', '主動')]"
9436403,可悲台男，沒錢沒房還敢交女友,PTT,1,"[('台男', '沒房'), ('台男', '沒錢'), ('台男', '台男')]"
9659791,找個醫生當老公,PTT,0,"[('老公', '醫生')]"
10122706,男人有錢就會變壞,PTT,1,"[('男人', '有錢')]"
10173160,要的自然一點啊，被對方認為要追他又如何? 男生大氣一點,PTT,0,"[('男生', '大氣')]"
10378869,有上進心的男生,PTT,0,"[('男生', '上進心')]"
10833517,男人有錢就會想色色的事 ，這是本能,PTT,1,"[('男人', '有錢'), ('男人', '想色色')]"
10979401,看年紀，不過男生沒車真的沒人權,PTT,1,"[('男生', '沒車')]"
10989528,別怕男人只要有錢幾歲都有行情,PTT,1,"[('男人', '有錢')]"
11014884,台男各種自卑上身,PTT,1,"[('台男', '自卑'), ('台男', '台男')]"
11139917,限於有錢男人，廢物台男不用擔心,PTT,1,"[('男人', '有錢')]"
11310406,男生有房都會想結婚啊，所以單身都沒房結不了,PTT,1,"[('男生', '有房'), ('男生', '沒房')]"
11337472,有錢的男人才有機會犯這種錯,PTT,0,"[('男人', '有錢')]"
11409915,我沒辦法接受沒上進心的男生,PTT,0,"[('男生', '上進心')]"
11512816,是男人就主動一點，也許他正等著你,PTT,0,"[('男人', '主動')]"
11652985,30歲男孩要有車有房不能有貸款，不然就是不上進,PTT,0,"[('男孩', '有車'), ('男孩', '有房')]"
11909290,男人有錢就亂搞,PTT,1,"[('男人', '有錢'), ('男人', '亂搞')]"
11967442,男生要有上進心,PTT,0,"[('男生', '上進心')]"
12202842,所以男生要有錢,PTT,0,"[('男生', '有錢')]"
12380314,男人有錢下面不會閒,PTT,1,"[('男人', '有錢')]"
12399738,男人一有錢胯下不得閒,PTT,1,"[('男人', '有錢')]"
12529505,台男真的很多打電動打到打架,PTT,0,"[('台男', '電動'), ('台男', '台男')]"
12597405,男生就是要主動,PTT,0,"[('男生', '主動')]"
12758936,重點是男生是否能力好，是否有上進心。,PTT,0,"[('男生', '上進心')]"
12759708,男人要有錢,PTT,0,"[('男人', '有錢')]"
12759711,男人有錢就是老大,PTT,0,"[('男人', '有錢')]"
12886614,男人有錢就會作怪,PTT,0,"[('男人', '有錢'), ('男人', '作怪')]"
12898340,工程師真的都宅男,PTT,1,"[('宅男', '工程師')]"
12939955,老公有沒有錢比較重要,PTT,0,"[('老公', '有錢')]"
12970781,如果男生很上進未來還是滿有希望的，如果是那種有錢但很小氣的更要不得,PTT,1,"[('男生', '有錢')]"
13747688,沒房的男生根本一點出息都沒有,PTT,1,"[('男生', '沒房')]"
15507815,男人前面要加有錢,PTT,0,"[('男人', '有錢')]"
15639533,自卑台男工人又在幻想了,PTT,1,"[('台男', '自卑'), ('台男', '台男')]"
15649918,垃圾台男，是多自卑,PTT,1,"[('台男', '自卑'), ('台男', '台男')]"
16009780,男生要主動,PTT,0,"[('男生', '主動')]"
16159586,包含你在內的一群台男，到底有多自卑可憐,PTT,1,"[('台男', '自卑'), ('台男', '台男')]"
16272631,男生就主動吧,PTT,0,"[('男生', '主動')]"
16468320,溫暖阿.. 好男人,PTT,0,"[('男人', '暖')]"
16496962,我就覺得窮宅還不錯，男人有錢會作怪,PTT,0,"[('男人', '有錢'), ('男人', '作怪')]"
17460799,猜想是高學歷家庭介紹吧，男人竹科打拼後有錢了就不安份,PTT,0,"[('男人', '有錢'), ('男人', '不安份')]"
34508413,男生除了身高外，其他無可挑剔，恭喜,PTT,0,"[('男生', '身高')]"
25905839,世界首富就是世界上最性感的男人,PTT,0,"[('男人', '富')]"
19609040,其實男人也是不甘寂寞喜歡玩粉味、玩知己遊戲,PTT,0,"[('男人', '玩')]"
11985763,宅男不會玩樂器吧,PTT,0,"[('宅男', None)]"
15404302,你以為你不當死宅男就有辦法吃喝玩樂嗎,PTT,1,"[('宅男', None)]"
33271902,真的找不到酸點，有肩膀的男人,PTT,0,"[('男人', '肩膀')]"
23051202,沒看過那麼囉嗦又沒肩膀的男人,PTT,0,"[('男人', '肩膀')]"
33455395,你是不是男人啊？就說是你追他的就好啦，有肩膀點,PTT,0,"[('男人', '肩膀')]"
1066175,男生要有肩膀,PTT,0,"[('男生', '肩膀')]"
22048076,重點是男生要有肩膀好好愛他照顧他,PTT,0,"[('男生', '肩膀')]"
2305766,男人就是要西裝，西裝就是神話,PTT,0,"[('男人', '西裝')]"
29399961,肥宅應該去朝他看齊，練練他一半的身材，學學他如何穿西裝，男人就是要這樣才有質感台灣一堆人穿西裝比猴子還醜,PTT,1,"[('男人', '西裝'), ('男人', '醜')]"
30569586,西裝一整個就是男人的救星,PTT,0,"[('男人', '西裝')]"
29095491,因為一堆白癡男生以打炮為人生第一志向,PTT,1,"[('男生', '打炮')]"
26147938,男生先道歉比較多，因為會想打炮,PTT,0,"[('男生', '打炮')]"
288054,你終究不明白一件事，男生只想打炮,PTT,0,"[('男生', '打炮')]"
294765,某些男生真的明顯看出交不到另一半也沒正常社交能力,PTT,0,"[('男生', '社交')]"
14479168,真男人太暖了,PTT,0,"[('男人', '暖')]"
11967458,台灣科技業工程師都台男肥宅,PTT,1,"[('台男', '工程師'), ('台男', '台男')]"
727136,台男真他媽噁心，一定是工程師,PTT,1,"[('台男', '工程師'), ('台男', '台男')]"
21318710,找天然富的男生阿，誰會跟你窮鬼約會結婚,PTT,1,"[('男生', '富')]"
25957479,台男怎樣講都不會懂的，只會吵當兵和買房子,PTT,1,"[('台男', '當兵'), ('台男', '房子'), ('台男', '台男')]"
3435813,台男容易自悲只能靠嘴酸，啥都沒有就只靠當兵說嘴,PTT,1,"[('台男', '當兵'), ('台男', '自卑'), ('台男', '台男')]"
25183204,我覺得肯去面對的才叫真男人 比一堆不當兵的弱雞強爆了,PTT,1,"[('男人', '當兵')]"
25181525,有當兵就給推！真男人，比一堆不當兵廢物強十萬倍,PTT,1,"[('男人', '當兵')]"
848268,男人沒肩膀確實離婚算了，台男沒肩膀佔比尤其高,PTT,1,"[('男人', '肩膀')]"
23148787,除了身高其他都很完美的男人阿,PTT,0,"[('男人', '身高')]"
15097287,竟然擁有男人羨慕的身高,PTT,0,"[('男人', '身高')]"
4655156,我想說你不會懂男人身高沒有165cm在台灣的悲哀的,PTT,0,"[('男人', '身高')]"
35256695,台男沒身高沒顏值，基本上就是注定被淘汰的基因,PTT,1,"[('台男', '顏值'), ('台男', '身高'), ('台男', '台男')]"
26369799,台男就是社會亂源,PTT,1,"[('台男', '台男')]"
6706520,身高高、運動型、明朗很像是描述男性,PTT,0,"[('男性', '身高')]"
1555547,男性要有車有房有錢有肩膀有上進心,PTT,0,"[('男性', '有車'), ('男性', '有錢'), ('男性', '有房'), ('男性', '肩膀'), ('男性', '上進心')]"
7047994,男人就是要打炮到死,PTT,1,"[('男人', '打炮')]"
12396876,男人就是要打炮，魯蛇才在打手槍,PTT,1,"[('男人', '打炮')]"
36504282,還好你遇到一個有肩膀的好老公，恭喜你,PTT,0,"[('老公', '肩膀')]"
15441013,把一切都先安排好，不需要理由，叫老公有肩膀點,PTT,0,"[('老公', '肩膀')]"
13106546,男友沒肩膀，變成老公還得了,PTT,1,"[('老公', '肩膀')]"
5109013,是好爸爸也是有肩膀的好老公,PTT,0,"[('老公', '肩膀')]"
11279905,可悲爸媽教出沒肩膀的男孩,PTT,1,"[('男孩', '肩膀')]"
19983072,這麼軟爛，碰到壓力就沒肩膀承擔的小男孩還有人要？要嘛是眼光有問題不然就是腦子進水,PTT,1,"[('男孩', '肩膀')]"
3645091,做錯事需要得到教訓才會成長，趁當兵當個有肩膀的男人對你比較好,PTT,0,"[('男人', '肩膀'), ('男人', '當兵')]"
30565090,我也是超愛看男生穿西裝，整個人會散發出濃濃男人味,PTT,0,"[('男人', '西裝')]"
17139116,你老公好棒，有肩膀的男人,PTT,0,"[('老公', '肩膀')]"
17139120,有肩膀的老公就是不一樣，答應了就做到，真男人,PTT,0,"[('老公', '肩膀')]"
33674320,台灣人個性一個字，奴，台男沒肩膀無上進心的一堆,PTT,1,"[('台男', '肩膀'), ('台男', '上進心'), ('台男', '台男')]"
18426225,一臉有社交障礙的宅男,PTT,1,"[('宅男', '社交')]"
21547148,常常被說是宅男，社交很差,PTT,0,"[('宅男', '社交')]"
13071433,你叫宅男突然重返社會難道馬上就會社交了嗎,PTT,0,"[('宅男', '社交')]"
22525132,宅男才是社交障礙,PTT,1,"[('宅男', '社交')]"
7786774,我覺得台男的社交能力還是比較弱的一環，通常收到禮物（尤其是情人送的），請先歡欣收下，因為不管如何，都是人家心意。至於中不中意，可以先等當下的粉紅泡泡過了之後，再來理性討論。委婉表達不需要用到這麼貴的東西，怎麼處置也可以兩個人好好談，千萬不要馬上按自己直覺處理掉，共勉之。,PTT,0,"[('台男', '社交'), ('台男', '台男')]"
8785436,不管有沒有肌肉，穿西裝的熟男都很好看，有肩膀的男生更好看,PTT,0,"[('男生', '西裝'), ('男生', '肌肉')]"
8846091,當兵會讓男孩變男人,PTT,0,"[('男人', '當兵')]"
27440273,當兵是男人變男孩的關鍵,PTT,0,"[('男人', '當兵')]"
29274677,當兵可以讓男孩變成男人,PTT,0,"[('男人', '當兵')]"
14348790,男森就要有男森的樣子，不要玩什麼洋娃娃 ,PTT,1,"[('男森', '興趣愛好')]"
14547075,你不要想太多，根本沒怎麼樣，男人要大氣一點,PTT,0,"[('男人', '大氣')]"
14868031,台男都很噁心，每天想打炮，建議遠離台男,PTT,1,"[('台男', '打炮'), ('台男', '噁'), ('台男', '台男')]"
16265318,男生不當兵就不是男人,PTT,1,"[('男人', '當兵'), ('男生', '當兵')]"
25181417,就分手啊，這種沒肩膀沒上進心的男生，幫人養老公喔,PTT,1,"[('男生', '肩膀'), ('男生', '上進心')]"
29783778,男生你要說身高，160的台男保證沒市場,PTT,1,"[('男生', '身高')]"
33260860,打炮、電玩、打球，男生有這三項娛樂就能活得好好的,PTT,0,"[('男生', '打炮'), ('男生', '電玩')]"
34292938,真的願意跟長相普通經濟能力普通，沒車沒房的男人結婚，大多都已經玩膩了，覺得該找個男人定下來這個男人絕對不會是他今生的最愛,PTT,0,"[('男人', '沒車'), ('男人', '沒房')]"
35708754,很多男人交往就是為了打炮啊,PTT,1,"[('男人', '打炮')]"
262683,台男，不會打扮、好醜,PTT,0,"[('台男', '醜'), ('台男', '台男')]"
701922,男要挑高富帥,PTT,0,"[('男性', '高'), ('男性', '富'), ('男性', '帥')]"
770764,台男戀童癖的比率頗高,PTT,0,"[('台男', '台男')]"
1149528,不高又不壯的男生很尷尬,PTT,1,"[('男生', '壯'), ('男生', '高')]"
2283783,有些男生看起來就是會玩蠻帥那種呀,PTT,0,"[('男生', '帥'), ('男生', '玩')]"
4225345,平時普普通通的男生穿上西裝，我覺得會帥度上升,PTT,0,"[('男生', '帥'), ('男生', '西裝')]"
4404623,男人只要高富帥，就算全身癱瘓也會有人爬上去,PTT,0,"[('男人', '高'), ('男人', '富'), ('男人', '帥')]"
4479983,老公肩膀要夠硬，要坦得住他家人,PTT,0,"[('老公', '肩膀')]"
6954791,就是沒有帥到可以忽視身高…身高158的男生我不行,PTT,0,"[('男生', '帥'), ('男生', '身高')]"
7262485,真男人，高富帥，還有好口條和膽識,PTT,0,"[('男人', '高'), ('男人', '富'), ('男人', '帥')]"
7764211,會覺得不算的只有醜噁台男吧,PTT,1,"[('台男', '噁'), ('台男', '醜')]"
8266326,當兵過的才是男人,PTT,0,"[('男人', '當兵')]"
9265550,男生可以挑的大多是一些高富帥，其他人如果不努力最後只能單身一輩子,PTT,0,"[('男生', '高'), ('男生', '帥'), ('男生', '富')]"
